id,vendor,product_name,units,brand,current_price,price_per_unit,price_in_dollars
1004,Voila,Janes Frozen Turkey Nuggets Fully Cooked Breaded Cutlettes 600 g,600g,,15.99,$2.67/100g,2.67
1787,Voila,Toppits Frozen Gluten-Free Breaded Haddock 400 g,400g,,11.99,$3.00/100g,3.0
3331,Voila,Dempster's Bread 100% Whole Wheat 675 g,675g,,3.99,$0.59/100g,0.59
3332,Voila,Dempster's Bread Malt 340 g,340g,,5.69,$1.67/100g,1.67
3334,Voila,Dempster's Enriched White Bread 675 g,675g,,3.99,$0.59/100g,0.59
3339,Voila,Dempster’s 100% Whole Grains Bread Multigrain 600 g,600g,,4.49,$0.75/100g,0.75
3340,Voila,Dempster’s Bread 100% Whole Grains Double Flax 600 g,600g,,4.49,$0.75/100g,0.75
3342,Voila,Dempster’s Thin Sandwich Bread 100% Whole Wheat 675 g,675g,,3.99,$0.59/100g,0.59
3343,Voila,Dempster’s Thin Sandwich White Bread 675 g,675g,,3.99,$0.59/100g,0.59
3344,Voila,Dempster’s White Sandwich Bread Texas Toast 675 g,675g,,3.99,$0.59/100g,0.59
3434,Voila,Canada Bread Dinner Rolls 24 Rolls 710 g,24 x 29.583g,,4.99,$0.70/100g,0.7
3739,Voila,Eat My Shortbread Gluten-Free Shortbread Bites 200 g,200g,,10.99,$5.50/100g,5.5
4735,Voila,Compliments Frozen Chicken Breast Chunks Breaded and Seasoned with Honey Garlic Sauce 800 g,800g,,14.99,$1.87/100g,1.87
4736,Voila,Compliments Frozen Chicken Breast Fillets Breaded and Seasoned with Plum Sauce 800 g,800g,,14.99,$1.87/100g,1.87
12162,Voila,Farm Boy Flatbread Asiago 150 g,150g,,4.99,$3.33/100g,3.33
12173,Voila,Farm Boy Flatbread Prosciutto & Pear 400 g (frozen),400g,,8.99,$2.25/100g,2.25
12228,Voila,Kraft Stove Top Stuffing Mix Cornbread 120 g,120g,,3.29,$2.74/100g,2.74
12435,Voila,Finn Crisp Thin Crispbread Multigrain 175 g,175g,,4.49,$2.57/100g,2.57
12440,Voila,Wasa Sourdough Crispbread 275 g,275g,,5.49,$2.00/100g,2.0
12441,Voila,34 Degrees Crispbread Original 127 g,127g,,8.29,$6.53/100g,6.53
12483,Voila,Farm Boy Flatbreads Mediterranean 200 g,200g,,3.99,$2.00/100g,2.0
12484,Voila,Farm Boy Garlic Cilantro Breadsticks 300 g,300g,,3.49,$1.16/100g,1.16
12488,Voila,Farm Boy Shortbread Cookies Raspberry White Chocolate 170 g,170g,,4.99,$2.94/100g,2.94
12523,Voila,Marco Polo Gingerbread Pretzel Chocolate 400 g,400g,,2.99,$0.75/100g,0.75
12535,Voila,Panache White Chocolate Shortbread Cookies Raspberry 170 g,170g,,5.29,$3.11/100g,3.11
12555,Voila,Star Wars Cookie Kit Gingerbread Grogu 145 g,141g,,9.99,$7.09/100g,7.09
13461,Voila,Food For Life Frozen Bread Genesis Sprouted Grain 680 g,680g,,10.79,$1.59/100g,1.59
13905,Voila,Prime Chicken Nuggets Breaded 700 g,700g,,16.99,$2.43/100g,2.43
13906,Voila,Prime Chicken Strips Breaded 700 g,700g,,16.99,$2.43/100g,2.43
13907,Voila,Prime Dino Chicken Nuggets Breaded 700 g,700g,,16.99,$2.43/100g,2.43
13908,Voila,Prime Popcorn Chicken Breaded 700 g,700g,,16.99,$2.43/100g,2.43
13909,Voila,Prime Seasoned Stuffed Chicken Cutlettes Broccoli & Cheddar Breaded Raw 568 g,568g,,17.99,$3.17/100g,3.17
13910,Voila,Prime Seasoned Stuffed Chicken Cutlettes Butter & Chive Breaded Raw 568 g,568g,,17.99,$3.17/100g,3.17
13912,Voila,Prime Chicken Burgers Breaded 700 g,700g,,16.99,$2.43/100g,2.43
22494,Loblaws,European Multi Grain Rustic Bread,500g,President's Choice,3.99,$0.80/100g,0.8
22896,Loblaws,Flatbreads Naan Original,250g,Stonefire,2.49,$1.00/100g,1.0
22897,Loblaws,Flatbreads Naan Rounds Caramelized Onion,360g,Stonefire,4.49,$1.25/100g,1.25
23258,Loblaws,"Frozen Crispy Breaded, Frozen, Cod Fillets, Uncooked",515g,High Liner,12.99,$2.52/100g,2.52
23529,Loblaws,Garlic Bread with Cheese,260g,,3.49,$1.34/100g,1.34
23530,Loblaws,"Garlic Bread, Load",260g,Manouch,4.49,$1.73/100g,1.73
23735,Loblaws,Gluten Free Pure Butter Shortbread,140g,Walkers,6.99,$4.99/100g,4.99
23839,Loblaws,Golden Flax Bread,454g,Stonemill,5.79,$1.28/100g,1.28
25865,Loblaws,"Lemon Peppercorn Fillets, Breaded Seasoned Pollock",500g,High Liner,8.49,$1.70/100g,1.7
27385,Loblaws,& Go! Hazelnut Spread With Cocoa + Breadsticks,52g,Nutella,1.99,$3.83/100g,3.83
28440,Loblaws,Best For Bread Whole Wheat Flour,5kg,Robin Hood,13.49,$0.27/100g,0.27
28834,Loblaws,Bread 100% Whole Grains Ancient Grains with Quinoa ,600g,Dempster,4.79,$0.80/100g,0.8
28842,Loblaws,Bread Crumbs Italian Seasoned,425g,Pope,4.79,$1.13/100g,1.13
28843,Loblaws,Bread Crumbs Plain,425g,Pope,4.79,$1.13/100g,1.13
28870,Loblaws,Breaded Fish Burgers,515g,High Liner,8.49,$1.65/100g,1.65
28874,Loblaws,"Breaded Haddock Bites, Original, Uncooked",600g,High Liner,11.99,$2.00/100g,2.0
30133,Loblaws,Chocolate Chip Banana Bread ,45g,Larabar,2.29,$5.09/100g,5.09
31103,Loblaws,"Crispy, Breaded, Frozen Haddock Fillets, Uncooked",425g,High Liner,12.99,$3.06/100g,3.06
31131,Loblaws,Crunchy Breaded Haddock Fish Sticks,350g,High Liner,8.49,$2.43/100g,2.43
31434,Loblaws,Butterfly Shrimp Crispy Breaded,330g,High Liner,8.49,$2.57/100g,2.57
31444,Loblaws,Classico White Bread Italian Style Thick Slice,675g,Villaggio,4.29,$0.64/100g,0.64
31477,Loblaws,Jumbo Popcorn Shrimp Cripsy Breaded,330g,High Liner,8.49,$2.57/100g,2.57
32452,Loblaws,"Hazelnut And Cocoa Spread With Breadsticks, Snack Packs",52g,Nutella,1.99,$3.83/100g,3.83
43303,Metro,Grain Free Flatbread Mix,200g,Bob Red Mill,6.99,$3.50 /100g,3.5
46243,Metro,Butter Shortbread Cookies,220g,Two-Bite,6.49,$2.95 /100g,2.95
47643,Metro,Frozen Plant-Based Breaded Nuggets,283g,Beyond Meats,6.99,$2.47 /100g,2.47
48273,Metro,Frozen Lemon And Pepper Seasoned Breaded Pollock Fil...,300g,High Liner,6.99,$2.33 /100g,2.33
48679,Metro,Croissant Loaf Breakfast Bread,380g,Thomas,5.69,$1.50 /100g,1.5
48693,Metro,Apple Strudel Flavoured Breakfast Bread,454g,Thomas,5.69,$1.25 /100g,1.25
48748,Metro,Raisin Bread,450 g,Sun-Maid,5.69,$1.26 /100g,1.26
48768,Metro,Organic Sliced Bread,510g,Oroweat,5.69,$1.12 /100g,1.12
48793,Metro,Grain Bread,550g,Stonemill Bakehouse,5.69,$1.03 /100g,1.03
48802,Metro,Sliced Quinoa & Flax Bread,600g,Stonemill,5.69,$0.95 /100g,0.95
48810,Metro,"Italian Herbs Flatbreads, Tortizza",480g,Dempster's,5.99,$1.25 /100g,1.25
48910,Metro,Chocolate Dippped Shortbread Cookies,560g,Front Street Bakery,5.99,$1.07 /100g,1.07
48925,Metro,Organic Whole Grain Sliced Bread,680g,Oroweat,5.89,$0.87 /100g,0.87
48945,Metro,Gluten Free Original Flatbreads,405g,O'Doughs,6.49,$1.60 /100g,1.6
48966,Metro,Gluten Free Cheeseroll Bread And Cream,300g,Maricota,6.99,$2.33 /100g,2.33
48982,Metro,Sprouted 3 Grains And Oatmeal Sliced Bread,454g,Stonemill Bakehouse,5.69,$1.25 /100g,1.25
48992,Metro,"White Bread, Keto",570g,Oroweat,8.49,$1.49 /100g,1.49
48996,Metro,5 Grains And Flax Artisan Flatbreads,255g,Flatout,5.19,$2.04 /100g,2.04
48997,Metro,Original Flatbread Wrap,399g,Flatout,4.99,$1.25 /100g,1.25
49021,Metro,Cranberry Pumpkin Seed Sliced Bread,454g,Stonemill Bakehouse,5.69,$1.25 /100g,1.25
49029,Metro,Gluten Free Wholegrain Pita Breads,220g,BFree,7.49,$3.40 /100g,3.4
49068,Metro,Milk Bread,660g,Golden Bakeshop,4.49,$0.68 /100g,0.68
49120,Metro,Regular Mini Pita Bread,200g,Selection,2.99,$1.50 /100g,1.5
49137,Metro,"Flatbread Core 12, ProteinUP Carb Down",5x285g,Flatout,5.19,$1.82 /100g,1.82
49143,Metro,Mutligrain Sliced Bread,450g,Weight Watchers,5.49,$1.22 /100g,1.22
49149,Metro,White Sliced Bread,450g,Weight Watchers,5.99,$1.33 /100g,1.33
49157,Metro,Naan Sandwich Bread,360g,Fancy Pokket,3.69,$1.03 /100g,1.03
49180,Metro,"Whole Wheat Flat Greek Pita Breads, Zeus",5 un - 425g,Breadko Bakery,3.79,$0.89 /100g,0.89
49226,Metro,Whole Wheat Alwatan Pita Breads,6 un - 400g,Breadko Bakery,3.69,$0.92 /100g,0.92
49267,Metro,Sprouted Cinnamon Raisin Sliced Bread,510g,Silver Hills Bakery,6.59,$1.29 /100g,1.29
49289,Metro,Sprouted Wheat And Rye Sliced Bread,600g,Silver Hills Bakery,6.79,$1.13 /100g,1.13
49298,Metro,Sweet And Sour Rye Sliced Bread,454g,Dimpflmeier,4.49,$0.99 /100g,0.99
49299,Metro,White Alwatan Pita Breads,6 un - 400g,Breadko Bakery,3.69,$0.92 /100g,0.92
49305,Metro,"Caraway Seeds Rye Sliced Bread, Rye",450g,Dempster's,3.89,$0.86 /100g,0.86
50682,Metro,White Bread Flour,5kg,Robin Hood,13.49,$0.27 /100g,0.27
51792,Metro,Breaded Chicken Strips,600g,St-Hubert,13.99,$2.33 /100g,2.33
52314,Metro,Frozen Breaded Veggie Burgers,352g,Yves Veggie Cuisine,5.99,$1.70 /100g,1.7
52388,Metro,"Ancient Grains With Quinoa Bread, Small Slice",450g,Dempster's,2/$6.00,$3.49 ea.$0.67 /100g,0.67
52389,Metro,"12 Grains Bread, Small Slice",450g,Dempster's,2/$6.00,$3.49 ea.$0.67 /100g,0.67
52484,Metro,Japanese Style Panko Bread Crumbs,227g,Kikkoman,4.49,$1.98 /100g,1.98
52729,Metro,Vegan Cornbread Stuffing,340g,Olivia's,9.99,$2.94 /100g,2.94
53022,Metro,Gluten Free Original Sandwich Thin Breads,6 un - 510g,O'Doughs,6.49,$1.27 /100g,1.27
53283,Metro,Frozen Red Chili Flavoured Paratha Bread,400g,Shana,2.79,$0.70 /100g,0.7
53297,Metro,"Pumpernickel Rye Sliced Bread, Rye",450g,Dempster's,3.89,$0.86 /100g,0.86
53339,Metro,Gluten Free Zucchini Bread Mix,498g,XO Baking,8.99,$1.81 /100g,1.81
53428,Metro,High Fiber Sprouted Wheat Sliced Bread,615g,Silver Hills Bakery,6.59,$1.07 /100g,1.07
53452,Metro,"Italian Herb Flatbread Cracker, Town House",247g,Kellogg's,2/$7.00,$3.69 ea.$1.42 /100g,1.42
54728,Metro,Caesar Croûtons Made From Texas Toast Bread,142g,Mrs.Cubbison's,3.49,$2.46 /100g,2.46
55487,Metro,Breaded Chicken Breast Fillets With Barbecue Sauce,700g,Bâton Rouge,17.99,$2.57 /100g,2.57
55519,Metro,Frozen Breaded Chicken Strips,550g,La Cage,14.99,$2.73 /100g,2.73
55747,Metro,Frozen Breaded Chicken Fillets,550g,La Cage,13.99,$2.54 /100g,2.54
55750,Metro,Frozen Breaded Chicken Bites,550g,La Cage,13.99,$2.54 /100g,2.54
55897,Metro,Traditional Gressini Breadsticks,100g,Granforno,2.49,$2.49 /100g,2.49
56039,Metro,"Banana Bread And Chocolate Chip Oatmeal Bars, Go Pure",175g,Leclerc,4.29,$2.45 /100g,2.45
56061,Metro,Organic Bread Stick,120g,Bioitalia,3.29,$2.74 /100g,2.74
56111,Metro,Fibre Rye Crispbread Cracker,230g,Wasa,3.79,$1.65 /100g,1.65
56115,Metro,Organic Buckwheat Crispbread,150g,Le Pain des Fleurs,6.49,$4.33 /100g,4.33
56129,Metro,Organic Quinoa Crispbread,150g,Le Pain des Fleurs,8.79,$5.86 /100g,5.86
56137,Metro,"Original Sea Salt Flat Breads, Glorious",150g,Pasquale's,4.99,$3.33 /100g,3.33
56150,Metro,Pure Butter Shortbread Rounds,150g,Walkers,4.79,$3.19 /100g,3.19
56179,Metro,"Garden Herb Toasted Snack Bread, Baguettes",120g,Boulangerie Grissol,3.49,$2.91 /100g,2.91
56278,Metro,Frozen Breaded Chicken Fillets,600g,Flamingo,16.99,$2.83 /100g,2.83
56284,Metro,Frozen Breaded Chicken Strips,680g,Flamingo,14.99,$2.20 /100g,2.2
56291,Metro,Sesame Belgian Bread,465g,Merit,3.99,$0.86 /100g,0.86
56313,Metro,Frozen Lemon Pepper Breaded Alaska Pollock Fillets,300g,BlueWater Seafoods,7.99,$2.66 /100g,2.66
56316,Metro,"Frozen Breaded Alaska Pollock Fillets, Traditional",300g,Bluewater Seafoods,7.99,$2.66 /100g,2.66
56324,Metro,Frozen Garlic And Herb Breaded Alaska Pollock Fillets,300g,BlueWater Seafoods,7.99,$2.66 /100g,2.66
56421,Metro,Frozen Seasoned Non-Breaded Chicken Burgers,600g,Flamingo,14.99,$2.50 /100g,2.5
56464,Metro,Frozen Breaded Chicken Nuggets,680g,Flamingo,14.99,$2.20 /100g,2.2
56534,Metro,Ultra-Soft™ Sliced White Bread,675 g,Pom,2/$7.49,$4.49 ea.$0.55 /100g,0.55
56537,Metro,"Thick Sliced White Bread, Classico",675 g,Villaggio,2/$7.18,$4.59 ea.$0.53 /100g,0.53
56538,Metro,Homestyle™ Sliced Bread With Stone Ground Old-Fashio...,600g,St-Méthode,2/$8.78,$5.39 ea.$0.73 /100g,0.73
56541,Metro,14 Grains Sliced Bread,595g,Bon Matin,2/$8.18,$5.09 ea.$0.69 /100g,0.69
56543,Metro,Gluten Free Deli Style Sourdough Bread,240g,Schär,7.79,$3.25 /100g,3.25
56544,Metro,Sprouted Wheat Belgian Sliced Bread,550g,St-Méthode,2/$8.78,$5.39 ea.$0.80 /100g,0.8
56559,Metro,Ultra-Soft™ Whole Wheat Sliced Bread,675 g,Pom,2/$7.49,$4.49 ea.$0.55 /100g,0.55
56560,Metro,Homemade Sliced White Bread,675g,Pom,2/$7.49,$4.49 ea.$0.55 /100g,0.55
56628,Metro,Italian Bread,400g,,3.99,$1.00 /100g,1.0
56633,Metro,Sesame Panini Bread,6x62g,Merit,4.99,$1.34 /100g,1.34
56637,Metro,Organic Integral Bread,550g,St-Méthode,2/$11.98,$6.99 ea.$1.09 /100g,1.09
56640,Metro,Sliced Montreal Style Bagelwich Bread,420g,Bagelwich,4.99,$1.19 /100g,1.19
56655,Metro,Texas Style Garlic Toasted Bread,680g,Selection,4.99,$0.73 /100g,0.73
56671,Metro,Original Mini Naan Breads,200g,Stonefire,4.29,$2.15 /100g,2.15
56700,Metro,Tandoori Naan Bread,397g,Kontos,4.99,$1.26 /100g,1.26
56710,Metro,"6"" Sesame Submarine Bread",6x76g,Merit,4.99,$1.09 /100g,1.09
56717,Metro,White Panini Bread,2x57g,Merit,1.99,$1.75 /100g,1.75
56733,Metro,"Seed Lovers Bread, No Sugar, No Fat Added",600g,Bon Matin,2/$8.18,$5.09 ea.$0.68 /100g,0.68
56738,Metro,"Multigrain Bread, No Sugar, No Fat Added",520g,Bon Matin,2/$8.18,$5.09 ea.$0.79 /100g,0.79
56741,Metro,Multigrain And Flax Flatbread Wrap,318g,Flatout,5.19,$1.63 /100g,1.63
56752,Metro,Le Carré Breads,4x100g,,3.49,$0.87 /100g,0.87
56766,Metro,Sliced Grandfather™ Oat Bread,600g,St-Méthode,2/$8.78,$5.39 ea.$0.73 /100g,0.73
56773,Metro,Sliced Raisin Bread With Cinnamon,600g,Pom,6.49,$1.08 /100g,1.08
56788,Metro,Bread With Raisins,450g,Merit,6.99,$1.55 /100g,1.55
56795,Metro,"Whole Wheat Thick-Sliced Bread, Moelleux",675g,Gadoua,4.99,$0.74 /100g,0.74
56810,Metro,Rye Bread,500g,Mestemacher,5.49,$1.10 /100g,1.1
56811,Metro,"Thick Sliced Whole Wheat Bread, Italian Style",675 g,Villaggio,2/$7.18,$4.59 ea.$0.53 /100g,0.53
56813,Metro,"Thick-Sliced White Long Bread, Moelleux",675g,Gadoua,4.99,$0.74 /100g,0.74
56814,Metro,"Ultra Soft Sliced White Bread, Long",675g,Pom,4.79,$0.71 /100g,0.71
56815,Metro,"Thick-Sliced White Bread, Moelleux",675g,Gadoua,4.99,$0.74 /100g,0.74
56816,Metro,Pumpernickel Bread,500g,Mestemacher,5.99,$1.20 /100g,1.2
56817,Metro,Gyros Style Naan Bread,397g,Kontos,4.99,$1.26 /100g,1.26
56830,Metro,100% Whole Grain With Sprouted Wheat Sliced Bread,550g,St-Méthode,5.39,$0.98 /100g,0.98
56834,Metro,Multi-Cereal Sliced Bread,500g,St-Méthode,5.39,$1.08 /100g,1.08
56835,Metro,French Style White Sliced Bread,450g,Pom,4.49,$1.00 /100g,1.0
56839,Metro,Rye Bread,340g,Dunn's,4.99,$1.47 /100g,1.47
56840,Metro,"12 Grains Sliced Bread, La Mie De L'artisan",550g,Bon Matin,5.29,$0.96 /100g,0.96
56841,Metro,White Pita Bread,400g,Adonis,3.29,$0.82 /100g,0.82
56843,Metro,Whole Wheat Pita Bread,400g,Adonis,3.29,$0.82 /100g,0.82
56847,Metro,Homemade Cheese Bread,530g,,6.99,$1.32 /100g,1.32
56851,Metro,Homemade Bacon And Cheese Bread,550g,,8.49,$1.54 /100g,1.54
56854,Metro,"White Bread With Whole Grains, No Sugar, No Fat Added",600g,Bon Matin,2/$8.18,$5.09 ea.$0.68 /100g,0.68
56857,Metro,Organic Kamut Raisin Bread,550g,Inéwa Boulangerie Alternative,6.49,$1.18 /100g,1.18
56859,Metro,"Organic Buckweat, Chia And Kamut Bread",600g,Inéwa Boulangerie Alternative,6.49,$1.18 /100g,1.18
56860,Metro,Organic Kamut Whole Grain Sourdough Bread,600g,Inéwa Boulangerie Alternative,6.49,$1.18 /100g,1.18
56863,Metro,Organic Kamut Brioche Bread,550g,Inéwa Boulangerie Alternative,5.49,$1.00 /100g,1.0
56870,Metro,Quinoa Bread,550g,St-Méthode,5.39,$0.98 /100g,0.98
56876,Metro,"Sesame And Oat Bread Loaf, Campagnolo",650g,St-Méthode,5.39,$0.83 /100g,0.83
56880,Metro,Italian Calabrese Bread,500g,,4.49,$0.90 /100g,0.9
56882,Metro,Flatbread Sea Salt And Crushed Black Pepper Flavoure...,5 breads,Flatout,5.19,$1.82 /100g,1.82
56884,Metro,"Red Pepper Hummus Flatbread , Protein Up",5x285g,Flatout,5.19,$1.82 /100g,1.82
56909,Metro,Italian Bread,455g,Merit,3.99,$0.88 /100g,0.88
56942,Metro,"Rye Sliced Bread, La Mie De L'artisan",675g,Bon Matin,5.29,$0.78 /100g,0.78
56949,Metro,"Oats And Quinoa Sliced Bread, La Mie De L'artisan",600g,Bon Matin,5.29,$0.88 /100g,0.88
56961,Metro,Sliced Oat Bread,600g,Bon Matin,5.29,$0.88 /100g,0.88
56964,Metro,"No Sugar Added Thick-Sliced White Bread, Moelleux",675g,Gadoua,4.99,$0.74 /100g,0.74
57007,Metro,Garlic Bread Baguette,284g,Selection,2/$5.00,$0.88 /100g,0.88
57009,Metro,Protein Bread,250g,Mestemacher,5.49,$2.20 /100g,2.2
57022,Metro,Rustic Grains Sliced Bread With Quinoa,600g,Bon Matin,2/$8.18,$5.09 ea.$0.68 /100g,0.68
57026,Metro,Organic Kamut Bread,550g,St-Méthode,2/$11.98,$6.99 ea.$1.09 /100g,1.09
57028,Metro,Parisian Bread,468g,Merit,3.79,$0.81 /100g,0.81
57031,Metro,"White Sliced Bread, Campagnolo",650g,St-Méthode,5.39,$0.83 /100g,0.83
57032,Metro,"100% Whole Wheat Sliced Bread, Campagnolo",650g,St-Méthode,5.39,$0.83 /100g,0.83
57034,Metro,Sliced White Bread,500g,St-Méthode,5.39,$1.08 /100g,1.08
57035,Metro,100% Whole Wheat Bread,500g,St-Méthode,5.39,$1.08 /100g,1.08
57036,Metro,9 Whole Grains Sliced Bread,600g,St-Méthode,5.39,$0.90 /100g,0.9
57037,Metro,Sliced White Bread,675 g,St-Méthode,5.39,$0.80 /100g,0.8
57038,Metro,Whole Wheat Sliced Club Bread,675 g,St-Méthode,5.39,$0.80 /100g,0.8
57042,Metro,Frozen Lemon Herb Breaded Alaska Pollock Fillets,500g,Blue Water  Seafoods,12.99,$2.60 /100g,2.6
57063,Metro,Frozen Breaded Haddock Fish Sticks,350g,BlueWater Seafoods,12.99,$3.71 /100g,3.71
57065,Metro,Frozen Breaded Sole Fish Sticks,350g,BlueWater Seafoods,12.99,$3.71 /100g,3.71
57098,Metro,Panko Bread Crumbs,320g,Aki Sushi,5.99,$4.28 /100g,4.28
57318,Metro,"Whole Wheat Breadcrumb, Panko",227g,Kikkoman,4.99,$2.20 /100g,2.2
58015,Metro,Gingerbread Cottage With Decoration,1kg,,29.99,$3.00 /100g,3.0
58215,Metro,Frozen Spicy Breaded Chicken,400g,Al Safa Halal,8.99,$2.25 /100g,2.25
58278,Metro,"Gingerbread Soft Cookies, Bear Paws",6x2un,Dare,2/$5.50,$3.49 ea.$1.15 /100g,1.15
58295,Metro,Shortbread Cookie,200g,Strawberry Blonde,6.99,$3.50 /100g,3.5
58323,Metro,Round Shortbread Cookies,120g,Campbell's,4.99,$4.16 /100g,4.16
58345,Metro,Triangle Shortbread Cookies,120g,Campbell's,4.99,$4.16 /100g,4.16
58387,Metro,Gingerbread Flavoured Pizzelle,200g,Reko,4.99,$2.50 /100g,2.5
58395,Metro,Ginger Shortbread Cookies,284g,Two-Bite,5.99,$2.11 /100g,2.11
58398,Metro,100% Butter Shortbread,150g,Reids,5.49,$3.66 /100g,3.66
58402,Metro,Gingerbread House Kit,198g,Elf on the Shelf,9.99,$5.05 /100g,5.05
58426,Metro,Chocolate Chip Shortbread,150g,Reids,5.49,$3.66 /100g,3.66
58439,Metro,Star Wars Gingerbread Kit,683g,Disney,14.99,$2.19 /100g,2.19
58449,Metro,Mini Gingerbread House Kit,173g,Paw Patrol,9.99,$5.77 /100g,5.77
58450,Metro,Assorted Gingerbread Soft Cookies,400g,Hans Freitag,6.99,$1.75 /100g,1.75
58455,Metro,Shortbread Cookies,150g,Campbells,4.99,$3.33 /100g,3.33
58476,Metro,Pure Butter Chocolate Chip Mini Shortbread Rounds,125g,Walkers,4.99,$3.99 /100g,3.99
58478,Metro,Pure Butter Mini Shortbread Rounds,125g,Walkers,4.99,$3.99 /100g,3.99
58481,Metro,Pure Butter Mini Shortbread Fingers,125g,Walkers,4.99,$3.99 /100g,3.99
58492,Metro,Pre-Built Gingerbread House Kit,842g,Irresistibles,16.99,$2.02 /100g,2.02
58576,Metro,Frozen Golden Breaded Meatless Nuggets,300g,Zoglo's,6.49,$2.16 /100g,2.16
58578,Metro,Frozen Crispy Breaded Meatless Cutlets,300g,Zoglo's,6.49,$2.16 /100g,2.16
58586,Metro,Frozen Breaded Veggie Burgers,352 g - pack of 4,Yves Veggie Cuisine,7.99,$2.27 /100g,2.27
58615,Metro,"Honey, Raisin And Hazelnut Sliced Bread",500g,Front Street Bakery,5.99,$1.20 /100g,1.2
58618,Metro,Gingerbread Person Cookies,376g,Irresistibles,6.99,$1.86 /100g,1.86
58703,Metro,Gingerbread Mini Village Kit,810g,,16.99,$2.10 /100g,2.1
58727,Metro,Sliced Multigrain Carrots Bread,550g,Front Street Bakery,5.49,$1.00 /100g,1.0
58729,Metro,"Thick Sliced White Bread, Artesano",570g,Villaggio,4.29,$0.75 /100g,0.75
58734,Metro,Christmas Gingerbread House Kit,677g,Create A Treat,14.99,$2.21 /100g,2.21
58750,Metro,Garlic Bread Loaf,260g,Manoucher,4.69,$1.80 /100g,1.8
58752,Metro,Organic Spelt Bread Crumbs,300g,Shasha Co.,6.99,$2.33 /100g,2.33
58759,Metro,Pre-Seasoned Turkey Stuffing Bread,675g,Weston,5.79,$0.86 /100g,0.86
58760,Metro,White Bread,250g,Tramezzini,3.99,$1.60 /100g,1.6
58767,Metro,"Light Rye Sliced Bread, Rye",450g,Dempster's,3.89,$0.86 /100g,0.86
58769,Metro,Marble Rye Sliced Bread,500g,Dimpflmeier,3.99,$0.80 /100g,0.8
58778,Metro,Farmer's Gold Light Rye Sliced Bread,700g,Dimpflmeier,4.99,$0.71 /100g,0.71
58798,Metro,Crunchy Breaded Scallops,454g,Aqua Star,10.99,$2.42 /100g,2.42
59324,Metro,Family Gingerbread Decoration Kit,550g,Create-a-Treat,12.99,$2.36 /100g,2.36
59337,Metro,Gingerbread Kit,619g,Lol Surprise,19.99,$3.23 /100g,3.23
59339,Metro,Sugar Glazed Gingerbread Cookies,200g,Weiss,3.29,$1.65 /100g,1.65
59378,Metro,Candy Cane Flavoured Shortbread,170g,Cookie it Up,7.49,$4.41 /100g,4.41
59385,Metro,Corn Bread Muffin,675g,Front Street Bakery,6.79,$1.01 /100g,1.01
59422,Metro,Fokachio Bread With Olive Oil And Herb,360 g,Manoucher,4.69,$1.30 /100g,1.3
59428,Metro,Organic Rye Bread,500g,Mestemacher,5.99,$1.20 /100g,1.2
59429,Metro,Sunflower Seed Organic Bread,500g,Mestemacher,5.99,$1.20 /100g,1.2
59441,Metro,Ciabatta Bread,550g,Nino D'Aversa Bakery,4.79,$0.87 /100g,0.87
59454,Metro,Caraway Rye Bread,450g,,4.29,$0.95 /100g,0.95
59471,Metro,Bavarian Multigrain Bread,500g,Dimpflmeier,3.99,$0.80 /100g,0.8
59516,Metro,Extra Cheddar Cheese Bread,675g,Front Street Bakery,6.99,$1.04 /100g,1.04
59559,Metro,Mini Gingerbread House Kit,198g,Elf on the Shelf,10.99,$5.55 /100g,5.55
59608,Metro,Scotch Bap Bread Baked In Store,8 un - 350g,,3.99,$1.14 /100g,1.14
59759,Metro,Fokachio Bread With Rosemary And Onion,360 g,Manoucher,4.69,$1.30 /100g,1.3
60329,Metro,Shortbread Fingers,250g,Irresistibles,4.49,$1.80 /100g,1.8
60538,Metro,Frozen Breaded Chicken Breast Fingers,400g,Petite Rachel's,12.99,$3.25 /100g,3.25
61113,NoFrills,Flatbreads Mini Naan Original,200g,Stonefire,2.99,$1.50/100g,1.5
61114,NoFrills,Flatbreads Naan Original,250g,Stonefire,2.99,$1.20/100g,1.2
61115,NoFrills,Flatbreads Naan Rounds Caramelized Onion,360g,Stonefire,3.99,$1.11/100g,1.11
61380,NoFrills,"Frozen Crispy Breaded, Frozen, Cod Fillets, Uncooked",515g,High Liner,15.49,$3.01/100g,3.01
61592,NoFrills,Fv Bread Tasty Sliced,650g,FV Foods,4.49,$0.69/100g,0.69
61731,NoFrills,Gingerbread Cookies With Plum,400g,Franzeluta,2.99,$0.75/100g,0.75
61865,NoFrills,Golden Flax Bread,454g,Stonemill,4.99,$1.10/100g,1.1
62911,NoFrills,Italian Style Bread Crumbs,275g,President's Choice,3.29,$1.20/100g,1.2
64105,NoFrills,Lawash Flat Bread,450g,,1.99,$0.44/100g,0.44
64165,NoFrills,"Lemon Peppercorn Fillets, Breaded Seasoned Pollock",500g,High Liner,10.49,$2.10/100g,2.1
64649,NoFrills,Marble Rye Bread,500g,Dimpflmeier,3.99,$0.80/100g,0.8
65078,NoFrills,Mini Naan Garlic 4 Flatbreads,180g,President's Choice,2.99,$1.66/100g,1.66
65079,NoFrills,Mini Naan Traditional 4 Flatbreads,180g,President's Choice,2.99,$1.66/100g,1.66
