id,vendor,product_name,units,brand,current_price,price_per_unit,price_in_dollars
1837,Voila,Earth's Own Dairy-Free Plant-Based Beverage Oat Milk Original 1.75 L,1.75l,,4.69,$0.27/100ml,0.27
1838,Voila,Earth's Own Oat Milk Vanilla Plant-Based Beverage Dairy-Free 1.75 L,1.75l,,4.69,$0.27/100ml,0.27
1844,Voila,A2 Milk 1% Partly Skimmed Milk 2 L,2l,,7.49,$0.37/100ml,0.37
1859,Voila,Califia Farms Dairy-Free Almond Milk For Coffee French Vanilla 750 ml,750ml,,6.49,$0.87/100ml,0.87
1863,Voila,Earth's Own Almond Milk Chocolate Dairy-Free Plant-Based Beverage 946 ml,946ml,,3.99,$0.42/100ml,0.42
1870,Voila,Earth's Own Oat Milk Naked Original Organic Plant-Based Beverage Dairy-Free 1.75 L,1.75l,,7.29,$0.42/100ml,0.42
1875,Voila,Earth's Own Organic Almond Milk Unsweetened Vanilla Dairy-Free Plant-Based Beverage 1.75 L,1.75l,,3.50,$0.20/100ml,0.2
1881,Voila,Fairlife Lactose-Free Ultrafiltered 1% Milk Partly Skimmed 1.5 L (bottle),1.5l,,6.99,$0.47/100ml,0.47
1883,Voila,Greenhouse Organic Almond Milk Unsweetened 946 ml (bottle),946ml,,8.79,$0.93/100ml,0.93
1936,Voila,Not Milk Plant Based Beverage Whole 946 ml,946ml,,3.99,$0.42/100ml,0.42
1940,Voila,Riviera 1% Milk Goat  1 L (bottle),1l,,4.69,$0.47/100ml,0.47
1943,Voila,Rolling Meadow Dairy 1% Grass Fed Milk Partly Skimmed 2 L,2l,,7.29,$0.36/100ml,0.36
2002,Voila,The Cultured Coconut Organic Probiotic Coconut Milk 460 ml,460ml,,22.99,$5.00/100ml,5.0
2627,Voila,Compliments Cheese Goat Milk Cheddar 200 g,200g,,10.49,$5.25/100g,5.25
5901,Voila,Leclerc Celebration Cookie Stick Chocolate Milk 240 g,240g,,4.99,$2.08/100g,2.08
6299,Voila,Farm Boy Organic Coconut Milk 400 ml,400ml,,2.99,$0.75/100ml,0.75
8683,Voila,Cadbury Dairy Milk Chocolate Bar Fruit & Nut 100 g,100g,,3.99,$3.99/100g,3.99
8702,Voila,Kit Kat Pops Milk Chocolaty Snacks Pouch 170 g,170g,,6.49,$3.82/100g,3.82
8726,Voila,"Nestlé Crunch Milk Chocolate Bar Tablet With Crisped Rice 100 g
",100g,,4.19,$4.19/100g,4.19
8734,Voila,Toblerone Swiss Milk Chocolate 360 g,360g,,11.49,$3.19/100g,3.19
8739,Voila,Bounty Coconut Milk Chocolate Bar Full Size Bar 57 g,57g,,0.99,$1.74/100g,1.74
8756,Voila,Cadbury Dairy Milk Oreo Chocolate Bar 38 g,38g,,1.99,$5.24/100g,5.24
8805,Voila,Farm Boy Milk Chocolate Covered Sponge Toffee 120 g,120g,,6.99,$5.82/100g,5.82
8826,Voila,Hershey's Skor & Milk Chocolate Bar With Almond 90 g,90g,,3.29,$3.66/100g,3.66
8835,Voila,Kinder Milk Chocolate Bar 6 Pack 126 g,126g,,4.99,$3.96/100g,3.96
8860,Voila,Lindt Lindor Milk Chocolate Stick 38 g,38g,,2.29,$6.03/100g,6.03
8861,Voila,Lindt No Sugar Added Milk Chocolate Bar 100 g,100g,,7.29,$7.29/100g,7.29
8873,Voila,M&M'S Milk Chocolate Candies Peanut Party Size Share Bag 800 g,800g,,14.99,$1.87/100g,1.87
8874,Voila,M&M'S Peanut Milk Chocolate Candies Sharing Bag 400 g,400g,,10.79,$2.70/100g,2.7
8908,Voila,Reese Milk Chocolate Peanut Butter Cups 8 Pack 124 g,124g,,3.29,$2.65/100g,2.65
8913,Voila,Reese's Milk Chocolate Peanut Butter Cup With Puffs 34 g,34g,,1.99,$5.85/100g,5.85
10058,Voila,Jell-O Pudding Snacks Rich Milk Chocolate 4 x 106 g,4 x 106g,,4.49,$1.06/100g,1.06
12414,Voila,Compliments Low Fat Sweetened Condensed Milk 300 ml,300ml,,3.99,$1.33/100ml,1.33
12430,Voila,Balconi Milk Mix 350 g,350g,,4.79,$1.37/100g,1.37
12438,Voila,Tre Marie Fiordilatte Milk Cream Wafer 145 g,140g,,3.19,$2.28/100g,2.28
12455,Voila,Border Biscuits Milk Chocolate Ginger 150 g,150g,,6.99,$4.66/100g,4.66
12456,Voila,Britannia Cookie Sandwich Milk Bikies 100 g,100g,,0.89,$0.89/100g,0.89
12528,Voila,Munchee Milk Short Cake Biscuits 170 g,170g,,1.99,$1.17/100g,1.17
13333,Voila,Reddi Snack Milk Chocolate Covered Peanuts 240 g,240g,,4.99,$2.08/100g,2.08
13402,Voila,Grace Sweetened Condensed Milk 300 ml,300ml,,4.99,$1.66/100ml,1.66
13625,Voila,Silk Dairy-Free Almond Beverage Original Plant Based Milk 1.89 L,1.89l,,5.49,$0.29/100ml,0.29
13662,Voila,International Delight Iced Coffee Caramel Macchiato flavoured with real milk and cream 5 Servings,1.89l,,7.49,$0.40/100ml,0.4
13663,Voila,International Delight Iced Coffee Mocha flavoured with real milk and cream 5 Servings,1.89l,,7.49,$0.40/100ml,0.4
13778,Voila,Lindt Swiss Classic Milk Chocolate Bar Crunchy 100 g,100g,,4.49,$4.49/100g,4.49
13817,Voila,Betty Crocker Milk Chocolate Creamy Deluxe Frosting 450 g,420g,,7.29,$1.74/100g,1.74
13915,Voila,Farm Boy Gelato Milk & Cookies 500 ml,500ml,,7.49,$1.50/100ml,1.5
13930,Voila,Beatrice B Fit High Protein Milkshake Vanilla 460 ml (bottle),460ml,,4.49,$0.98/100ml,0.98
14174,Voila,Silk Aseptic Nextmilk Plant Based Beverage Regular 946 ml,946ml,,3.99,$0.42/100ml,0.42
14234,Voila,Kinder Surprise Peanut-Free Milk Chocolate Eggs 3 x 20 g,3 x 20g,,4.99,$8.32/100g,8.32
14591,Voila,Riviera Vegan Delight Coconut Milk Lemon 4 x 120 g,480g,,6.79,$1.41/100g,1.41
14604,Voila,Leclerc Celebration Cookie Stick Milk Chocolate 240 g,240g,,2.50,$1.04/100g,1.04
14618,Voila,Silk Nextmilk Regular Shelf Stable Beverage 946 ml,946ml,,3.99,$0.42/100ml,0.42
14739,Voila,Briannas Ranch Dressing Classic Buttermilk 355 ml,355ml,,7.49,$2.11/100ml,2.11
21891,Loblaws,Dairy Milk Milk Chocolate Chocolate Bar-Minis,152g,Cadbury,5.99,$3.94/100g,3.94
21894,Loblaws,Dairy Milk Smores Chocolate Bar,180g,Cadbury,5.99,$3.33/100g,3.33
23332,Loblaws,"Fruit and Nut, Milk Chocolate With Raisins and Chopped Almonds, Chocolate Bar",200g,Cadbury,5.99,$3.00/100g,3.0
24595,Loblaws,"Hazelnut, Milk Chocolate With Chopped Hazelnuts, Chocolate Bar",100g,Cadbury,3.29,$3.29/100g,3.29
25554,Loblaws,KitKat Mini Milk Chocolate Bar,295g,Nestlé,7.49,$2.54/100g,2.54
26054,Loblaws,Lindor Spring Tulip Milk and White Chocolate Truffles Bag,150g,Lindt,8.99,$5.99/100g,5.99
26801,Loblaws,Milk 1% Bottle,1.5l,Fairlife,7.09,$0.47/100ml,0.47
26807,Loblaws,Milk Chocolate,170g,Snappers,4.29,$2.52/100g,2.52
26809,Loblaws,Milk Chocolate Almonds,$25.00/1kg,Johnvince Foods,2.50,$25.00/1kg,5.0
26823,Loblaws,Milk Chocolate Chips,800g,Freddo,12.99,$1.62/100g,1.62
26831,Loblaws,Milk Chocolate Covered Cranberries,$2.00/100g,,2.00,$2.00/100g,2.0
26841,Loblaws,Milk Chocolate Jujubes,$2.00/100g,Johnvince Foods,2.00,$2.00/100g,2.0
26844,Loblaws,Milk Chocolate Peanuts,$20.00/1kg,Johnvince Foods,2.00,$20.00/1kg,0.0
26850,Loblaws,Milk Chocolate With Creamy Chocolate Milk Filling Chocolate Milkshake,180g,Hershey's,5.99,$3.33/100g,3.33
26853,Loblaws,"Milk Chocolate, The Classic Creamy Taste, Chocolate Bar",100g,Cadbury,3.29,$3.29/100g,3.29
26854,Loblaws,"Milk Chocolate, The Classic Creamy Taste, Chocolate Bar",200g,Cadbury,5.99,$3.00/100g,3.0
26855,Loblaws,"Milk Chocolate, The Classic Creamy Taste, Chocolate Bars, Multipack, Pack of 4",4x42.0g,Cadbury,5.99,$3.57/100g,3.57
26876,Loblaws,Milky Flavor Tea Okinawa,375g,Casa,8.49,$2.26/100g,2.26
27883,Loblaws,"Almond, Milk Chocolate and Chopped Almonds, Chocolate Bar",100g,Cadbury,3.29,$3.29/100g,3.29
28455,Loblaws,BFit High Protein Milkshake Vanilla,460ml,Beatrice,3.59,$0.78/100ml,0.78
29186,Loblaws,Caffeinated Milk Chocolate,150g,Awake,6.99,$4.66/100g,4.66
29396,Loblaws,Caramilk Salted Caramel Chocolate Bar,50g,Caramilk,1.79,$3.58/100g,3.58
30471,Loblaws,"Coconut Beverage, Original, Plant Based Dairy-Free Milk",1.89l,Silk,4.79,$0.25/100ml,0.25
30490,Loblaws,Coconut Milk,160ml,Thai Kitchen,2.29,$1.43/100ml,1.43
30506,Loblaws,"Coconut Milk, Lite",400ml,Thai Kitchen,3.29,$0.82/100ml,0.82
32286,Loblaws,Aero Milk Chocolate Mini's,$30.00/1kg,Johnvince Foods,3.00,$30.00/1kg,0.0
32320,Loblaws,M&M Candy Coated Milk Chocolate,$3.00/100g,Johnvince Foods,3.00,$3.00/100g,3.0
32321,Loblaws,M&M Candy Coated Milk Chocolate Peanuts,$3.00/100g,Johnvince Foods,3.00,$3.00/100g,3.0
32393,Loblaws,"CHOCOLATE MINI, Mini Milk Chocolate Candy Bars, Halloween Candy, 55 Individually Wrapped Chocolates",330g,Kinder,11.99,$3.63/100g,3.63
41322,Metro,Creamy Maple Flavoured Almond Milk Coffee Enhacer,450ml,Silk,3.49,$0.78 /100ml,0.78
41596,Metro,"Dairy-Free Plant-Based Beverage, Nextmilk",1.74l,Silk,2/$9.00,$5.49 ea.$0.26 /100ml,0.26
41602,Metro,High Protein Chocolate Milkshake,460ml,BFit,3.99,$0.87 /100ml,0.87
41603,Metro,High Protein Vanilla Milkshake,460ml,BFit,3.99,$0.87 /100ml,0.87
41913,Metro,1% Ultrafiltered Partly Skimmed Lactose-Free Milk,1.5l,Fairlife,6.88,$0.46 /100ml,0.46
42048,Metro,"1% Lactose Free Milk, Fine-Filtered",4l,Natrel,10.99,$0.27 /100ml,0.27
42247,Metro,Vanilla Flavoured Coconut Milk Based Yogurt-Style,650g,Maison Riviera,6.99,$1.08 /100g,1.08
42249,Metro,Plain Coconut Milk Based Yogurt-Style,650g,Maison Riviera,6.99,$1.08 /100g,1.08
42806,Metro,Milk Chocolate Chips,270g,Selection,3.99,$1.48 /100g,1.48
43448,Metro,Milk Chocolate Chips,900g,Selection,9.99,$1.11 /100g,1.11
44940,Metro,"Banana Flavoured Lactose Free Protein Milk Shake, Co...",414ml,Coca Cola,2/$7.50,$4.19 ea.$0.91 /100ml,0.91
45511,Metro,"Vanilla Flavoured Unsweetened Almond Milk Beverage, ...",1.89l,Blue Diamond,4.29,$0.23 /100ml,0.23
46209,Metro,Rich Milk Chocolate Flavoured Pudding,4x106g,Jell-O,4.99,$1.18 /100g,1.18
46287,Metro,Milk Chocolate And Peanut Butter Stuffed With Reese'...,163g,Hershey's,2/$10.00,$3.07 /100g,3.07
46691,Metro,"Milk Chocolate Bar With Mini Eggs® Candy, Dairy Milk",152g,Cadbury,2/$9.00,$2.96 /100g,2.96
46765,Metro,Milk Chocolate And Caramel Flavoured Wafer,240g,Tunnock's,4.49,$1.87 /100g,1.87
47161,Metro,Marshmallow On Biscuit Coated In Milk Chocolate,6x24g,Tunnock's,3.49,$2.42 /100g,2.42
47857,Metro,Buttermilk Frozen Pancakes,560g,Eggo,7.49,$1.34 /100g,1.34
48092,Metro,"Frozen Buttermilk Waffles, Eggo",280g,Kellogg's,3.99,$1.42 /100g,1.42
48325,Metro,Non-Dairy Mocha And Almond Almondmilk-Based Frozen D...,4x68ml,So Delicious,7.69,$2.83 /100ml,2.83
49068,Metro,Milk Bread,660g,Golden Bakeshop,4.49,$0.68 /100g,0.68
51115,Metro,Fat Free Evaporated Skim Milk,354ml,Carnation,2.79,$0.79 /100ml,0.79
51169,Metro,2% Partly Skimmed Evaporated Milk,354ml,Carnation,2.79,$0.79 /100ml,0.79
51948,Metro,"Milk Chocolate And Peanut Butter Cups, Minis",800g,Reese,13.99,$1.75 /100g,1.75
52031,Metro,"Milk Chocolate Bar With Mini Egg Candies, Dairy Milk",100g,Cadbury,2.99,$2.99 /100g,2.99
53380,Metro,"Unsweetened Original Almond Milk Beverage, Almond Br...",1.89l,Blue Diamond,4.29,$0.23 /100ml,0.23
53857,Metro,Milk Chocolate Coated Caramel Wafers,240g,Tunnock's,4.49,$1.87 /100g,1.87
54337,Metro,"2% Lactose Free Milk, Fine-Filtered",1l,Natrel,4.79,$0.48 /100ml,0.48
54357,Metro,"2% Organic Milk, Fine Filtered",1l,Natrel,4.39,$0.00 /ml,0.0
54365,Metro,1% Milk,4l,Québon,7.49,$0.19 /100ml,0.19
54367,Metro,"1% Lactose Free Milk, Fine-Filtered",1l,Natrel,4.79,$0.48 /100ml,0.48
54368,Metro,"2% Milk, Organic Nordic",2l,Nutrinor,8.29,$0.41 /100ml,0.41
54379,Metro,"4.9% Strawberry Flavoured Goat Milk Yogurt, Petit Pot",4x120g,Maison Riviera,6.99,$5.82 /100g,5.82
54383,Metro,"Chocolate Milk Protein Shake, Sport",325ml,Milk 2 Go,2.69,$0.83 /100ml,0.83
54434,Metro,3.8% Whole Milk,2l,Nutrinor,8.49,$0.42 /100ml,0.42
54444,Metro,"Vanilla Flavoured Protein Milkshake, Sport",325ml,Milk 2 Go,2.69,$0.83 /100ml,0.83
54449,Metro,10% Dairy Creamer Milkettes Bag,100x15ml,Natrel,11.49,$0.77 /100ml,0.77
54456,Metro,"Strawberry Banana Flavoured Protein Milkshake, Sport",325ml,Milk 2 Go,2.69,$0.83 /100ml,0.83
54463,Metro,2% Uht Milk,3x200ml,Grand Pré,4.69,$0.78 /100ml,0.78
54479,Metro,2% Milk,473ml,Québon,1.99,$0.42 /100ml,0.42
54483,Metro,"Prebiotic Chocolate Milk Beverage, Chokéo",3x200ml,Grand Pré,4.69,$0.78 /100ml,0.78
54484,Metro,1% Chocolate Milk,473ml,Québon,2/$3.50,$0.37 /100ml,0.37
54488,Metro,2% Dairy Milkers Bag,100x15ml,Natrel,8.29,$0.55 /100ml,0.55
54489,Metro,Saint-Marcellin Soft Cow Milk Raw Cheese,80g,Bourdin,10.29,$12.86 /100g,2.86
54511,Metro,Skim Milk,4l,Québon,7.18,$0.18 /100ml,0.18
54516,Metro,Skim Milk,2l,Québon,5.49,$0.27 /100ml,0.27
54518,Metro,Sheep'S Milk Feta Cheese,200g,Krinos,8.99,$4.50 /100g,4.5
54520,Metro,1% Lactose Free Milk,1.5l,Lactantia,5.69,$0.38 /100ml,0.38
54522,Metro,"3.8% Nordic Milk, Barista",2l,Nutrinor,8.49,$0.42 /100ml,0.42
54525,Metro,2% Uht Milk,1l,Grand Pré,3.99,$0.40 /100ml,0.4
54533,Metro,3.25% UHT Milk,1l,Grand Pré,3.99,$0.40 /100ml,0.4
54537,Metro,1% Chocolate Milk,2l,Québon,7.29,$0.36 /100ml,0.36
54568,Metro,"1% Milk, Organic Nordic",2l,Nutrinor,7.29,$0.36 /100ml,0.36
54572,Metro,Skim Milk,1l,Québon,2.08,$0.21 /100ml,0.21
54591,Metro,2% Lactose Free Milk,1.5l,Lactantia,5.69,$0.38 /100ml,0.38
54593,Metro,3.25% Lactose Free Homogenized Milk,1.5l,Lactantia,5.69,$0.38 /100ml,0.38
54608,Metro,1% Uht Milk,1l,Grand Pré,3.99,$0.40 /100ml,0.4
54610,Metro,1% Chocolate Milk,1 l,Québon,3.29,$0.33 /100ml,0.33
54615,Metro,Louis D'Or Raw Cow Milk Cheese,150g,Fromagerie du Presbytère,12.29,$8.19 /100g,8.19
54629,Metro,3.25% Goat Milk,1l,Maison Riviera,6.49,$0.65 /100ml,0.65
54642,Metro,3% Vanilla Milkshake,460ml,Lactantia,3.39,$0.74 /100ml,0.74
54866,Metro,Dulce De Leche Milk Chocolate Fondue,215g,Chocolats Favoris,8.99,$4.18 /100g,4.18
54925,Metro,Creamy Parsnip Soup With Coconut Milk And Turmeric,700ml,Première Moisson,7.99,$1.14 /100ml,1.14
55117,Metro,Milk Chocolate Spread,600g,Laura Secord,6.99,$1.17 /100g,1.17
55277,Metro,Organic Milk Hot Chocolate,336g,Camino,7.99,$2.38 /100g,2.38
55363,Metro,Instant Skim Milk Powder,500g,Carnation,10.29,$2.06 /100g,2.06
55367,Metro,Light Premium Coconut Milk,398ml,Haiku,3.29,$0.83 /100ml,0.83
55902,Metro,"Milk Chocolate Bar, Dairy Milk",361g,Cadbury,9.99,$2.77 /100g,2.77
55904,Metro,"Assorted Milk Chocolate, Dairy Milk",361g,Cadbury,9.99,$2.77 /100g,2.77
56019,Metro,Mini Milk Chocolate With A Milky Filling,96g,Kinder,4.29,$4.47 /100g,4.47
56080,Metro,"Caramel Filled Mini Chocolate Bars, Caramilk",147g,Cadbury,4.49,$3.05 /100g,3.05
56121,Metro,"Mini Butter Cookies With Real Milk Chocolate, Célébr...",180g,Leclerc,4.49,$2.49 /100g,2.49
56123,Metro,"Oatmeal Cookies With Real Milk Chocolate, Célébration",240g,Leclerc,4.49,$1.87 /100g,1.87
56128,Metro,"Graham Cookies With A Milk Chocolate Coating, Célébr...",240g,Leclerc,4.49,$1.87 /100g,1.87
56131,Metro,Milk Chocolate Bar With Sea Salt,80g,Theobroma,4.99,$6.24 /100g,6.24
56134,Metro,"Milk Chocolate Bar, Mirage",41g,Nestlé,1.49,$3.63 /100g,3.63
56220,Metro,Vanilla And Milk Flavoured Ice Cream Bar,6x88ml,Haagen Dazs,10.49,$1.99 /100ml,1.99
56328,Metro,Vanilla Old-Fashioned Ice Milk,1l,Coaticook,3.99,$0.40 /100ml,0.4
56383,Metro,Non-Dairy Coconut-Almond Coconutmilk-Based Frozen De...,4x68ml,So Delicious,6.79,$2.50 /100ml,2.5
56447,Metro,Maple Old-Fashioned Ice Milk,1l,Coaticook,3.99,$0.40 /100ml,0.4
56450,Metro,"Frozen Ménage À Trois® White, Milk And Dark Chocolat...",500g,Félix & Norton,9.49,$1.90 /100g,1.9
56491,Metro,Frozen Love Pure Milk Chocolate Cookie Dough,500g,Félix & Norton,9.49,$1.90 /100g,1.9
56858,Metro,Milk Brioche Rolls,10 brioche rolls,La Fournée Dorée,7.99,$2.28 /100g,2.28
57577,Metro,"Mini Eggs Chocolate Bar, Dairy Milk",200g,Cadbury,5.99,$3.00 /100g,3.0
57738,Metro,Fig Chili Flavoured Sheep's Milk Cheese,113g,Celebrity,7.29,$6.45 /100g,6.45
58441,Metro,"Milk Chocolate Bars, Flake",4x20g,Cadbury,3.49,$4.36 /100g,4.36
58448,Metro,"Dulce De Leche Flavoured Milk Chocolate, Lindor",150g,Lindt,7.99,$5.33 /100g,5.33
58477,Metro,"Irresistible Smooth Assorted Milk, Dark And Straccia...",150g,Lindt,7.99,$5.33 /100g,5.33
59304,Metro,Milk Chocolate Bar With Smarties,100g,Ritter Sport,3.99,$3.99 /100g,3.99
59305,Metro,"Milk Chocolate Cookies, Tortina",63g,Loacker,3.59,$5.70 /100g,5.7
59452,Metro,"Swiss Milk Chocolate Heart Cake, Made With Lindt®",425g,Front Street Bakery,22.99,$5.41 /100g,5.41
59733,Metro,Low Fat Sweetened Condensed Milk,300ml,Eagle Brand,3.99,$1.33 /100ml,1.33
59834,Metro,"Nougat In Milk Chocolate Twist Box, Confetti",220g,Maxtris,7.99,$3.63 /100g,3.63
59876,Metro,"Milk Chocolate Box, Pot Of Gold",247g,Pot of Gold,6.99,$2.83 /100g,2.83
60286,Metro,"Chocolate High Protein Lactose Free Milkshake, Core ...",414ml,Fairlife,4.19,$1.01 /100ml,1.01
60331,Metro,Rosemary Flavoured Milk Chocolate Bar,100g,Schmerling,6.79,$6.79 /100g,6.79
60332,Metro,Nougat-Praline Filled Swiss Milk Chocolate,100g,Schmerling,6.99,$6.99 /100g,6.99
60399,Metro,"Milk Chocolate Pecan Clusters, Premium",400g,Selection,7.99,$2.00 /100g,2.0
60814,NoFrills,EXCELLENCE Extra Creamy Milk Chocolate Bar,100g,Lindt,3.79,$3.79/100g,3.79
61843,NoFrills,Goats Milk Camembert,170g,Chevretine,8.49,$4.99/100g,4.99
62389,NoFrills,Hazelnut Pieces 100% Alpine Milk Chocolate,100g,Milka,2.29,$2.29/100g,2.29
62395,NoFrills,"Hazelnut, Milk Chocolate With Chopped Hazelnuts, Chocolate Bar",100g,Cadbury,3.29,$3.29/100g,3.29
62444,NoFrills,Hershey’S Milk Chocolate Almond Stuffed With Skor Bar,90g,Hershey's,2.99,$3.32/100g,3.32
62789,NoFrills,Individual Milk Chocolate Bars Hazelnut-Crème,112g,merci,2.99,$2.67/100g,2.67
63137,NoFrills,KitKat Pops Milk Chocolaty Snacks Carton,70g,Nestlé,2.00,$2.86/100g,2.86
64314,NoFrills,LINDOR Milk Chocolate Bar,100g,Lindt,2.79,$2.79/100g,2.79
64317,NoFrills,Lindor Sea Salt Milk Chocolate With A Delectably Smooth Caramel Flavoured Centre Caramel And Sea Salt,100g,Lindt,2.79,$2.79/100g,2.79
64947,NoFrills,Milk 1% Bottle,1.5l,Fairlife,6.49,$0.43/100ml,0.43
64952,NoFrills,Milk Chocolate,100g,President's Choice,4.00,$4.00/100g,4.0
64963,NoFrills,Milk Chocolate Bars,100g,Cadbury,3.29,$3.29/100g,3.29
64980,NoFrills,Milk Chocolate Covered Truffles,155g,President's Choice,4.50,$2.90/100g,2.9
64984,NoFrills,"Milk Chocolate Mini Bars ( 19 Bars), The Classic Creamy Taste, Chocolate Bars",19x19.0g,Cadbury,9.99,$2.77/100g,2.77
64992,NoFrills,Milk Chocolate with Almonds,100g,President's Choice,4.00,$4.00/100g,4.0
64994,NoFrills,Milk Chocolate with Hazelnuts,100g,President's Choice,4.00,$4.00/100g,4.0
65004,NoFrills,"Milk Chocolate, The Classic Creamy Taste, Chocolate Bar",100g,Cadbury,3.29,$3.29/100g,3.29
65005,NoFrills,"Milk Chocolate, The Classic Creamy Taste, Chocolate Bars, Multipack, Pack of 4",4x42.0g,Cadbury,5.49,$3.27/100g,3.27
65018,NoFrills,Milkinis ,87g,Milka,2.29,$2.63/100g,2.63
65021,NoFrills,Milky Flavor Tea Okinawa,375g,Casa,7.99,$2.13/100g,2.13
65022,NoFrills,Milky Flavor Tea Uji Matcha,375g,Casa,7.99,$2.13/100g,2.13
65266,NoFrills,MrBeast Milk Chocolate,60g,Feastables,3.00,$5.00/100g,5.0
65267,NoFrills,MrBeast Milk Crunch Chocolate,60g,Feastables,3.00,$5.00/100g,5.0
66619,NoFrills,"Peanut Butter Milk Chocolate Candies, Party Size Share Bag",800g,M&M's,15.99,$2.00/100g,2.0
66958,NoFrills,3.3 % M.F. Goat Milk Kefir,1l,Mc Dairy,4.79,$0.48/100ml,0.48
66963,NoFrills,33 Cows Cookies Condensed Milk Flavor,180g,,1.19,$0.66/100g,0.66
67047,NoFrills,Aero Peppermint Milk Chocolate Minis,135g,Nestlé,3.79,$2.81/100g,2.81
67167,NoFrills,"Almond, Milk Chocolate and Chopped Almonds, Chocolate Bar",100g,Cadbury,3.29,$3.29/100g,3.29
67181,NoFrills,Alpine Milk Chocolate,100g,Ritter Sport,3.69,$3.69/100g,3.69
67390,NoFrills,Baci Milk Chocolate Praline With Hazelnuts ,125g,Perugina,8.99,$7.19/100g,7.19
67498,NoFrills,"Banana High-Protein Milk Shake, Bottle",414ml,Core Power,3.79,$0.92/100ml,0.92
67754,NoFrills,Belgian Milk Chocolate,300g,Waterbridge,5.49,$1.83/100g,1.83
69115,NoFrills,"Chocolate High-Protein Milk Shake, Bottle",414ml,Core Power,3.79,$0.92/100ml,0.92
69159,NoFrills,"Chocolate, Milk  with Almonds",100g,Hershey's,2.99,$2.99/100g,2.99
69163,NoFrills,"CHOCOLATE/CHOCOLAT bar, Milk Chocolate Candy bar with a Milky Filling, 6-Pack, Individually Wrapped bars",126g,Kinder,4.00,$3.17/100g,3.17
69371,NoFrills,"Coconut Beverage, Original, Plant Based Dairy-Free Milk",1.89l,Silk,3.79,$0.20/100ml,0.2
70055,NoFrills,Dairy Milk Chocolate Indulgence Chocolate Bar,95g,Cadbury,2.99,$3.15/100g,3.15
70056,NoFrills,Dairy Milk Milk Chocolate Chocolate Bar-Minis,152g,Cadbury,5.49,$3.61/100g,3.61
70057,NoFrills,"Dairy Milk Milk Chocolate, Raisins And Chopped Almonds Fruit & Nut",8x19.0g,Cadbury,5.49,$28.89/100g,8.89
70058,NoFrills,Dairy Milk Salted Caramel Chocolate Bar,95g,Cadbury,2.99,$3.15/100g,3.15
70510,NoFrills,Eggo Waffles Buttermilk,560g,Kelloggs,7.49,$1.34/100g,1.34
70682,NoFrills,3 in 1 Milk Tea,480g,T&T,4.99,$1.04/100g,1.04
70694,NoFrills,"BUENO Milk Chocolate and Hazelnut Cream Candy Bars, 3-pack, each Single Pack contains 2 Individually Wrapped Bars",129g,Kinder,4.00,$3.10/100g,3.1
70859,NoFrills,Alpine Milk Milk Chocolate,100g,Milka,2.29,$2.29/100g,2.29
71136,NoFrills,"Dairy Milk, Milk Chocolate, The Classic Creamy Taste, Chocolate Bars, Multipack, Pack of 4",4x42.0g,Cadbury,4.29,$2.55/100g,2.55
71146,NoFrills,"Jersey Milk, Milk Chocolate Bars",100g,Cadbury,2.99,$2.99/100g,2.99
71202,NoFrills,Pistachio Milk Chocolate Truffles Bag,150g,Lindt,8.49,$5.66/100g,5.66
71295,NoFrills,"Nature's Best, Skim Milk",2l,,5.39,$0.27/100ml,0.27
71469,NoFrills,"Milk, 1%",2l,Kawartha,5.34,$0.27/100ml,0.27
71567,NoFrills,"CHOCOLATE MINI, Mini Milk Chocolate Candy Bars, Halloween Candy, 55 Individually Wrapped Chocolates",330g,Kinder,10.99,$3.33/100g,3.33
71766,NoFrills,Gold Milk Tea Flavoured Tea Powder,561g,Lipton,12.49,$2.23/100g,2.23
72403,NoFrills,100% Alpine Milk Chocolate Happy Cow,100g,Milka,2.29,$2.29/100g,2.29
72468,NoFrills,Caramel Milk Chocolate Coated Wafer Biscuit,120g,Tunnock's,2.99,$2.49/100g,2.49
72507,NoFrills,"Chocolate, Milk with Butter Biscuit & Cocoa Crème",100g,Ritter Sport,3.69,$3.69/100g,3.69
72523,NoFrills,Coffee Original Blend With Milk,337ml,UCC,1.99,$0.59/100ml,0.59
72549,NoFrills,"Dairy Milk Mini Eggs, Mini Chocolatey Candy Bars",152g,Cadbury,5.49,$3.61/100g,3.61
72617,NoFrills,Hawaii Kona Blend Coffee With Milk,337ml,UCC,1.99,$0.59/100ml,0.59
72646,NoFrills,Instant Tea Mix With Natural Flavour White Milk Tea,480g,Old Town,9.99,$2.08/100g,2.08
72696,NoFrills,Milk Bikies Biscuits,1000g,Britannia,6.99,$0.70/100g,0.7
72697,NoFrills,Milk Chocolate Bar,300g,Golden,5.49,$1.83/100g,1.83
72698,NoFrills,Milk Chocolate Mixed Nuts,340g,President's Choice,8.00,$2.35/100g,2.35
72701,NoFrills,Milk Chocolate With Rum And Raisins,50g,Charles Chocolates,1.79,$3.58/100g,3.58
72702,NoFrills,Milk Chocolate with Rum Raisins & Hazelnuts,100g,Ritter Sport,3.69,$3.69/100g,3.69
72703,NoFrills,Milk Tea,1.5l,Kirin,4.99,$0.33/100ml,0.33
72744,NoFrills,Oreo Chocolate Milk,100g,Milka,1.99,$1.99/100g,1.99
